galaxy_id,NYU_id,z_source_id,ra,dec,z,r,r_limit,completeness,M_r,stellar_mass,g-r
93214,263965,-1,1.149230732,15.371438941,0.01799,17.3432007,17.7875996,0.8721,-16.316473,8.359601,0.3490553
166105,442108,-1,359.18292618,15.460081036,0.026566,17.5932999,17.7674007,0.8634,-16.9438877,8.6358433,0.3414593
281482,776586,-1,145.450121268,11.673606703,0.02165,17.6643009,17.7660999,0.8734,-16.3210335,8.6957388,0.6656933
182486,518064,-1,53.142923118,0.342256213,0.022738,17.6857014,17.6853008,0.9842,-16.4854622,8.6164455,0.4310493
15305,68941,-1,170.055746994,0.942779845,0.023192,17.4147015,17.7120991,0.8851,-16.8055534,8.6254578,0.3725395
4787,27252,-1,358.056043852,0.08530957,0.021816,17.1286011,17.6476994,0.9899,-16.9271545,8.470602,0.1848602
161887,428069,-1,221.292437386,4.961787554,0.02852,17.7062016,17.7763996,0.8621,-16.9650764,8.6709137,0.3454762
23052,89452,-1,149.707644972,0.836727869,0.012693,16.1013012,17.6998997,0.9429,-16.7389488,8.6896553,0.5134315
78473,230185,-1,332.880684754,-9.454148609,0.028242,17.4686012,17.8390999,0.8973,-17.2074413,8.4783134,0.0892601
96991,272447,-1,10.433436577,-8.767512006,0.01657,16.9396,17.8013,0.8401,-16.5048485,8.4079304,0.3164616
77110,227519,-1,216.874446675,4.384597487,0.026687,17.4932003,17.7646008,0.9194,-17.0919342,8.4664698,0.1334076
230221,643092,-1,144.502749799,6.924343474,0.016738,17.153801,17.7807999,0.8608,-16.2948723,8.4257441,0.305728
39467,134518,-1,147.931186881,0.952097185,0.027209,17.5066013,17.7122002,1.0,-17.090292,8.6766739,0.3654289
66804,204712,-1,198.015560264,3.171955897,0.028154,17.6669006,17.7875996,0.8607,-16.9744587,8.6785975,0.3976231
36866,125343,-1,191.797050841,-2.870878335,0.016106,16.4876003,17.6355,0.8924,-16.9392719,8.5329294,0.2805634
71794,215546,-1,140.125027147,1.848765435,0.016746,17.3330002,17.7717991,0.8737,-16.1610146,8.3511887,-0.0775642
126073,344096,-1,162.969445035,0.554019255,0.018599,16.8108006,17.7133999,0.8304,-16.9334869,8.5788059,0.2563133
3966,20817,-1,16.20538087,-0.288208276,0.018874,17.5974007,17.6462002,0.9945,-16.1759644,8.3548174,0.3855286
189685,545503,-1,116.240865474,29.55714227,0.015293,16.7819004,17.7908001,0.7961,-16.547554,8.449584,0.3287239
182763,520853,-1,23.786605277,0.717756988,0.017404,17.1399002,17.6734009,0.9643,-16.4214363,8.5466871,0.4453106
18274,77218,-1,170.750578074,-0.615431986,0.023746,17.2858009,17.6825008,0.9432,-16.973011,8.671176,0.3530731
271287,747324,-1,144.111694966,9.606129496,0.018675,17.1697006,17.7840004,0.9465,-16.5898438,8.4527473,0.2877426
264064,731399,-1,168.209001031,9.527553824,0.020859,16.6557007,17.7959995,0.9455,-17.3093605,8.6723452,0.2806625
31965,111928,-1,40.145449849,-7.564838447,0.023964,17.3723011,17.6956005,0.8,-16.8881969,8.6758423,0.3901653
74115,220343,-1,188.01691167,2.958593981,0.029407,17.6862011,17.7893009,0.7978,-17.0555611,8.6849346,0.2885494
210430,596298,-1,122.472986231,29.284709861,0.028131,17.7595997,17.7859993,0.8622,-16.9105377,8.6348114,0.3512173
280255,771476,-1,149.503510275,11.592530557,0.018273,16.8763008,17.7971001,0.8349,-16.8528347,8.6333885,0.4490776
159536,420758,-1,259.72094475,29.184540472,0.028728,17.6679001,17.7737007,0.9512,-17.0308056,8.6317196,0.3244686
68592,208244,-1,205.074929101,1.292722975,0.022855,17.4891014,17.780899,0.9134,-16.6981068,8.5225334,0.2786007
80983,235582,-1,326.218861731,-7.011157356,0.020607,17.6301003,17.8402004,0.8485,-16.328989,8.4412794,0.455657
203408,578712,-1,119.53277193,27.635322489,0.022433,16.9260006,17.7724991,0.9726,-17.2229614,8.6762218,0.2787209
181731,515707,-1,18.353473151,0.220440153,0.018926,16.9743004,17.6868,0.9643,-16.7991142,8.666584,0.4384518
178910,501284,-1,18.032304428,-1.000686241,0.012429,16.0220013,17.6914005,0.9643,-16.8282413,8.581706,0.3754196
141459,377892,-1,209.981125221,4.561887168,0.023986,17.7630997,17.7779999,0.8519,-16.5042362,8.3550262,0.2149734
7851,44449,-1,24.296393914,0.882438655,0.01891,17.1026001,17.6546993,1.0,-16.6957569,8.5079632,0.328043
78420,230105,-1,330.843214287,-9.299522778,0.017456,15.8161001,17.8456993,0.8767,-17.8098106,8.9567251,0.3844299
104486,290868,-1,141.374787177,2.078283738,0.024343,17.1543999,17.7847996,0.8479,-17.119463,8.8648462,0.5023232
190771,548591,-1,118.1984512,30.045333848,0.024515,16.7701015,17.7786999,0.791,-17.556881,8.8468151,0.3317966
76832,226754,-1,229.384637975,3.237405156,0.039121,17.4435005,17.7784004,0.8108,-17.9372635,9.0496292,0.3672295
14146,66034,-1,187.841752366,0.609970897,0.021843,17.3516998,17.7133999,0.9355,-16.6539421,8.9232664,0.7074747
141583,378323,-1,175.208823242,5.36548491,0.031727,17.2039013,17.8003006,0.9222,-17.7139397,8.9297171,0.3106251
279220,768122,-1,129.837798457,7.509259935,0.030094,17.0440998,17.7996998,0.8657,-17.7581215,8.855896,0.2129383
88346,252323,-1,54.554035247,-5.54042612,0.022156,16.1715012,17.6751995,0.8421,-17.9243889,9.0306616,0.2840061
279548,768716,-1,149.533580744,11.142311914,0.030884,17.3017006,17.7893009,0.8548,-17.543829,9.0060377,0.5167732
348522,1002217,-1,256.521493012,21.583141363,0.03103,17.5377007,17.7831001,0.875,-17.3252831,8.8774586,0.4426308
129928,352816,-1,206.662144965,4.96993355,0.031097,17.2175999,17.7835007,0.9712,-17.6460495,9.0599852,0.479763
168756,448119,-1,330.002711802,-7.234755567,0.017482,15.8827,17.7859001,0.901,-17.7000275,8.9878788,0.3942413
169202,449202,-1,317.925129923,-1.24323819,0.032403,17.6058006,17.7614994,0.8992,-17.3567066,8.8179169,0.3562088
89527,255551,-1,318.622932278,-6.871034017,0.027291,16.9351997,17.7675991,0.8191,-17.6468163,9.0487118,0.4872627
4429,22262,-1,43.35541608,-0.232528937,0.027287,16.9815998,17.6445999,1.0,-17.6932049,9.0017538,-0.2201366
119891,327264,-1,175.197577873,5.600048819,0.021154,16.4264011,17.7793999,0.9222,-17.5893478,8.9008932,0.4101849
917,5560,-1,1.334940523,-1.068065105,0.044417,17.9008007,17.6537991,0.9795,-17.7672253,8.906333,0.2518539
178859,501146,-1,16.2399389,-0.91174999,0.038939,17.3141003,17.6945,0.9945,-18.0691338,9.0147943,0.2891541
25795,95414,-1,211.816043061,1.065030364,0.034673,17.1445999,17.6945992,0.9216,-17.9566326,9.0498323,0.3523636
4339,21921,-1,38.208928088,-0.353280801,0.020359,16.6126003,17.6499996,0.957,-17.3178272,8.8330669,0.383749
175838,482662,-1,4.700604085,0.267172469,0.044569,17.8196011,17.6690006,1.0,-17.8446732,9.037221,0.3761196
74112,220337,-1,187.835921172,3.124914786,0.017424,16.3010998,17.7893009,0.7978,-17.245575,8.8667402,0.4297199
3971,20831,-1,16.478734385,-0.312909801,0.037122,17.4222012,17.6462994,0.9945,-17.8551464,8.991909,0.3646889
6532,36333,-1,18.944453,0.545158241,0.040422,17.7319012,17.6679993,0.9888,-17.7192039,9.0073566,0.4393749
310413,846313,-1,182.59041762,13.476120324,0.028045,17.6884003,17.7861996,0.8477,-16.9381733,8.86409,0.4847794
259455,720666,-1,115.574687656,21.08928157,0.028592,17.7588005,17.7810001,0.8339,-16.8992119,8.7699547,0.5374107
95808,269987,-1,14.574280018,-9.900753316,0.026997,16.7796001,17.8285999,0.8571,-17.7927303,9.0229168,0.4310398
164161,437949,-1,344.306577386,13.768962058,0.03244,17.3892002,17.7945995,0.8405,-17.5517578,8.998827,0.4726238
107171,296348,-1,177.413762071,3.221688524,0.019881,16.8360004,17.7840996,0.8899,-17.0231152,8.7055054,0.3682499
283183,784935,-1,122.938761964,23.473811312,0.015714,16.3430004,17.7756004,0.885,-16.9662094,8.9698486,0.643198
182489,518086,-1,53.291788206,0.402369364,0.030895,17.5778008,17.6854,0.9842,-17.2689247,8.8381433,0.4072762
145,738,-1,6.097802146,-0.514297126,0.040973,17.7572002,17.6571999,1.0,-17.7328129,8.9664822,0.39921
93743,265318,-1,352.308292351,15.436136156,0.017136,15.8785,17.7700996,0.8732,-17.6777763,9.0098352,0.4763966
69464,210092,-1,186.261788972,1.79395614,0.022999,17.4169998,17.7861996,0.8338,-16.7478104,8.7522755,0.497961
65782,202601,-1,185.944432375,2.920485047,0.025371,17.3611012,17.7893009,0.8338,-16.9880257,8.8592758,0.5082569
75634,223580,-1,205.640758946,3.198541515,0.024006,16.7171001,17.7912998,0.8282,-17.5629787,8.8512478,0.3083839
116900,320586,-1,168.831936087,4.20661609,0.024174,16.8638,17.7614994,0.8704,-17.4071312,8.7337418,0.2478542
97842,274151,-1,25.651330135,-8.570217799,0.018495,16.9244003,17.7961006,0.94,-16.7821503,8.7043972,0.4729671
70726,212918,-1,170.230074764,2.025596609,0.024131,17.0655003,17.7845993,0.8011,-17.1868782,8.9540281,0.5954361
75884,224301,-1,218.66785493,3.086268522,0.028753,17.5841999,17.7905998,0.9289,-17.0674305,8.8128242,0.4428749
171168,459408,-1,311.842532432,-0.139665624,0.024804,17.0541,17.7842999,0.9338,-17.2300987,8.9114695,0.4891167
104480,290852,-1,140.805108464,2.060101622,0.01724,16.3747005,17.7847996,0.8737,-17.1299973,8.9365978,0.5694389
21863,86133,-1,182.869033074,0.37864786,0.020337,16.1030998,17.7007008,0.8494,-17.7831631,9.0618477,0.4260426
131262,355395,-1,226.628522598,4.516665119,0.035255,17.5298004,17.7642994,0.9545,-17.6080322,8.9212713,0.3478069
120459,328611,-1,177.502001382,6.16288795,0.019943,17.0423012,17.7779999,1.0,-16.8468094,8.8789654,0.6283741
104739,291525,-1,142.681139912,2.648107756,0.027731,17.4297009,17.7709999,1.0,-17.1840572,8.854826,0.4517479
174788,476867,-1,4.821039174,-0.06987748,0.039653,17.4857006,17.6364994,1.0,-17.9448776,8.937767,0.2604561
32003,112015,-1,44.144856526,-7.119743947,0.017468,16.4069004,17.6951008,0.9011,-17.1521187,8.7268543,0.3533363
153644,406660,-1,255.30557979,32.477734072,0.032422,17.4845009,17.7782993,0.8214,-17.477581,8.807189,0.2901154
32170,112377,-1,59.58985613,-5.156308752,0.036743,17.462101,17.6928997,0.8661,-17.7642384,9.042758,0.4339314
356553,1050584,-1,254.00478911,19.810664471,0.033454,17.5067005,17.7873993,0.9612,-17.5104885,8.8786125,0.3647537
85150,244974,-1,55.056262139,-6.75362732,0.031273,17.3962002,17.6688995,0.8421,-17.4781399,9.0529327,0.5470352
128292,349366,-1,223.432782086,3.38304341,0.034299,17.6252003,17.7747002,0.8464,-17.444849,9.0580959,0.5808086
11342,59274,-1,183.001801457,-0.372117111,0.035376,17.7123013,17.7129002,0.8494,-17.4481049,8.8588657,0.3939571
11328,59237,-1,181.840432527,-0.37665746,0.02217,16.7115002,17.7129002,0.9464,-17.3660488,8.8783092,0.3920116
87902,251423,-1,21.321441257,-8.665175062,0.024656,16.7175999,17.7924004,0.8317,-17.5600529,8.8649702,0.3232555
183413,528301,-1,57.226054923,1.251714319,0.030498,16.7233009,17.7812004,0.9587,-18.0829105,9.0028381,0.2970066
17683,75187,-1,218.590703404,-1.007858699,0.02541,16.5860004,17.7224007,0.7864,-17.7872143,8.8451166,0.1846714
170535,456037,-1,312.326530453,0.958137649,0.03125,17.1408005,17.7870998,0.9179,-17.732996,8.9647655,0.3719254
352085,1019023,-1,210.808736672,14.138869361,0.025492,17.8037014,17.7800999,0.8744,-16.5719242,8.7695494,0.5461063
78743,230968,-1,315.230668516,-7.066077495,0.040129,17.6547012,17.8917007,0.8113,-17.7760201,8.9974117,0.3449535
36739,125090,-1,183.245913416,-2.866173562,0.033857,17.3523998,17.6357994,0.8333,-17.6993294,8.8916073,0.3168201
128,684,-1,359.038244009,-0.407991487,0.025594,16.7912998,17.6443005,0.9767,-17.5945396,8.852006,0.3056469
10675,56990,-1,209.429148892,-0.762592203,0.029615,16.5580006,17.7157001,0.9052,-18.2044926,9.0482607,0.2409382
173226,469407,-1,331.233074092,-0.597631298,0.015889,16.8672009,17.6811008,0.9832,-16.4800453,8.7455158,0.7080736
87918,251452,-1,22.568778075,-8.591499727,0.039172,17.7499008,17.7919006,0.8775,-17.6188507,8.9869356,0.4298534
92527,262677,-1,318.447270189,10.827298759,0.038247,17.701601,17.7863998,0.8224,-17.6197472,9.0173407,0.3897648
67558,206309,-1,187.550450973,3.57774743,0.017469,15.4534998,17.8085003,0.9048,-18.1769238,8.930769,0.1714363
66160,203258,-1,207.895281907,2.554147826,0.042411,17.6683006,17.7984009,0.8396,-17.9088383,8.8907108,0.1973133
345434,994868,-1,248.32086875,21.681644993,0.034797,17.3120003,17.7893009,0.7455,-17.8213387,8.897191,0.276413
232315,648237,-1,155.424663043,8.371751358,0.022669,17.0417004,17.7917004,0.8814,-17.1232891,8.740202,0.3660221
73661,219494,-1,161.49390722,2.832457005,0.022367,16.6114998,17.7887001,0.8819,-17.5091228,8.9532576,0.4510937
220570,620243,-1,133.939100532,4.353415474,0.033983,17.3495998,17.7726002,0.876,-17.7205334,8.8038073,0.1909733
262477,728045,-1,153.533303462,8.767196261,0.028044,16.9209003,17.7968006,0.8813,-17.703825,9.0424595,0.4818802
6261,35636,-1,8.901936965,0.543803814,0.047928,17.6928005,17.6728001,0.9902,-18.1668739,8.9428816,0.2079296
66862,204811,-1,201.952229605,3.090386622,0.018994,16.2756004,17.7870998,0.8655,-17.5080967,8.970911,0.4818764
71192,213782,-1,201.640081554,2.175089479,0.023297,16.1002007,17.7845993,0.8655,-18.1564693,9.001647,0.1869869
